year,calendar_year,automation,real_gdp,capacity,raw_capacity,nominal_gdp,price_level,inflation,labour_share,labour_demand_proxy,investment_share,capital_stock,usownership_share,shadow_participation_share,participant_income_gdp,pass_through_levy_gdp,total_recorded_tax_gdp,use_dividend_gdp,median_use_dividend,mvi_gdp,mvi_real_resident_equivalent,fiscal_issuance_gdp,net_seigniorage_gdp,burn_gdp,money_growth,money_gdp,velocity,demurrage_rate,effective_demurrage,tax_rate,tax_gdp,public_expenditure_gdp,government_consumption_gdp,gini_income,gini_wealth,top10_wealth,top1_wealth,median_income,p10_income,mean_log_consumption,median_consumption,coverage_shortfall,secondary_sales_gdp,legacy_capital_share,ordinary_discounted_dividends,resource_pressure_proxy,output_gap,accounting_residual,goods_residual,equity_residual,controller_at_bound,policy,status,experiment
23,2050,0.471897713267,2.42305954987,2.42305954987,2.42305954987,3.47312197967,1.43336220517,0.0209398993742,0.353489097632,0.726618651255,0.228247079419,5.57380421065,0.024964539197,0.024964539197,0.0105750585118,0,0.301716090147,0.0105750585118,0.0244583369353,0.143212633486,0.34701273923,0.0569842523948,0.04418503442,0.0127992179747,0.0748553210299,0.634457493507,1.57614971883,0.0402833289928,0.0216835764192,0.390949074634,0.301716090147,0.358700342542,0.215487709056,0.418054356528,0.725982096343,0.651390714999,0.224201582892,0.953301484571,0.598498475627,0.0281914989603,0.892759504414,0.00284114323289,0,0.975035460803,6.95831000198,1,0,-4.79492095781e-17,6.39322794375e-17,4.4408920985e-16,0,B6: SSM hybrid,ok,baseline
24,2051,0.50038416254,2.55425065434,2.55425065434,2.55425065434,3.73757828723,1.46327780356,0.0208709273055,0.339815601981,0.71011578696,0.228503457463,5.82303106375,0.0314223415606,0.0314223415606,0.0137287659747,0,0.304226793466,0.0137287659747,0.033576919935,0.145559556818,0.371795593247,0.056835031186,0.044018486588,0.012816544598,0.0746625532358,0.633584268633,1.57832201572,0.0402819698123,0.0217389560051,0.39433332062,0.304226793466,0.361061824652,0.215502267834,0.420619458851,0.722847740803,0.649131647523,0.22335809244,0.999036222989,0.630802944786,0.0763378169334,0.935523849625,0.00276357160653,0,0.968577658439,7.48347613268,1,0,2.97043416701e-17,-5.94086833402e-17,4.4408920985e-16,0,B6: SSM hybrid,ok,baseline
25,2052,0.527804348473,2.69117176835,2.69117176835,2.69117176835,4.01978848182,1.49369450478,0.020786689411,0.326653912733,0.69423063388,0.228750239136,6.08925538549,0.0385337570129,0.0385337570129,0.0173304389666,0,0.306209521754,0.0173304389666,0.044672584111,0.147286792092,0.39637405673,0.056597321963,0.0437638844673,0.0128334374957,0.0742889774611,0.632867220696,1.58011027795,0.0402612781917,0.0217846966847,0.397030297178,0.306209521754,0.362806843717,0.215520051625,0.42317370824,0.719407155282,0.646601335598,0.222403821747,1.04722887786,0.66455363768,0.123974697179,0.97429448277,0.00271216950181,0,0.961466242987,8.03264832064,1,0,0,0,6.66133814775e-16,0,B6: SSM hybrid,ok,baseline
26,2053,0.553964962093,2.83331113849,2.83331113849,2.83331113849,4.31961525751,1.52458203366,0.0206786118413,0.314096818195,0.679075180411,0.228985684659,6.37268775326,0.0462512552903,0.0462512552903,0.0213685151697,0,0.307602845063,0.0213685151697,0.058033103695,0.148266060533,0.420083880768,0.0562060880715,0.0433490651362,0.0128570229353,0.0736052850594,0.632288637903,1.58155617554,0.0402360068233,0.0218308015454,0.398958669045,0.307602845063,0.363808933135,0.215542872602,0.425794268175,0.715695518559,0.643825533072,0.221348337336,1.09284270891,0.699641033112,0.170817613522,1.0165090441,0.00269854127289,0,0.95374874471,8.60486884317,1,0,3.21273701024e-17,0,4.4408920985e-16,0,B6: SSM hybrid,ok,baseline
27,2054,0.578713367833,2.98010901511,2.98010901511,2.98010901511,4.63708325993,1.55601128563,0.0206149956381,0.30221758344,0.664737851897,0.22920842031,6.67339256778,0.0545234347371,0.0545234347371,0.0258233544191,0,0.308775217722,0.0258233544191,0.073816948632,0.148933231959,0.443837267209,0.0557143218945,0.0428299778431,0.0128843440514,0.0727163881794,0.63183032447,1.58270339563,0.0402035835524,0.0218749345822,0.400594954406,0.308775217722,0.364489539616,0.215556307658,0.428083208291,0.711703981627,0.640797227966,0.220188923207,1.13881520646,0.73587755045,0.216968525665,1.05999975238,0.00268409748753,0,0.945476565263,9.19886862251,1,0,-4.42932007132e-16,-1.6759589459e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,baseline
28,2055,0.601938920858,3.12414213259,3.12414213259,3.13097945692,4.96134903535,1.58806764378,0.0206016231659,0.291069317988,0.651282747469,0.229417450288,6.98972173611,0.063296490923,0.063296490923,0.0306684008675,0,0.311438456084,0.0306684008675,0.0919626648682,0.149643292558,0.467506915141,0.0537639684673,0.0408069478141,0.0129570206532,0.0691016685366,0.631341860767,1.58392791947,0.0401844986914,0.0219411593946,0.404159757057,0.311438456084,0.365202424551,0.215559131993,0.429389320856,0.707492388229,0.637577871161,0.218951749643,1.18206737955,0.771404131855,0.260537111579,1.10979336899,0.00266177328345,0,0.936703509077,9.81176170561,1.00218854458,0,-2.79718030498e-17,-1.34264654639e-16,5.55111512313e-16,0,B6: SSM hybrid,ok,baseline
29,2056,0.623571972982,3.22389205849,3.22389205849,3.28503694855,5.22581261157,1.62096388985,0.0207146378143,0.280685452969,0.638750215946,0.229612147757,7.31058321162,0.0725156023399,0.0725156023399,0.0358716141076,0,0.323034145702,0.0358716141076,0.111067356456,0.151878218565,0.48963898269,0.0443793379112,0.0311346102849,0.0132447276262,0.0519437021479,0.630526047504,1.58597730254,0.0401804869498,0.0220969583544,0.419313654495,0.323034145702,0.367413483614,0.215535265048,0.426865792352,0.703336666153,0.63445973038,0.217762718272,1.20658191648,0.795830320436,0.290724726662,1.14166226723,0.00260812471293,0,0.92748439766,10.4326234896,1.01896617162,0,-2.12449834532e-16,-4.24899669065e-17,7.77156117238e-16,0,B6: SSM hybrid,ok,baseline
30,2057,0.643580985584,3.32759526051,3.32759526051,3.43965973305,5.50483010743,1.65429677484,0.0205636197104,0.27108112692,0.627158528386,0.22979222887,7.63660375062,0.0821261729914,0.0821261729914,0.0413970268535,0,0.322178719027,0.0413970268535,0.132189322953,0.151268024599,0.503358761722,0.0446564644943,0.0314097735126,0.0132466909817,0.0524749290437,0.629977014766,1.58735950132,0.0402143913443,0.0221306648088,0.418301049539,0.322178719027,0.366835183521,0.215567158922,0.428706703063,0.698977366831,0.63111505996,0.216476521699,1.24243607812,0.821547936973,0.319962341249,1.17315083129,0.0026114456641,0,0.917873827009,11.0601365515,1.03367731463,0,7.05885651392e-17,4.03363229367e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,baseline
31,2058,0.661968262544,3.43542007132,3.43542007132,3.59449085322,5.7990794387,1.68802630197,0.0203890424271,0.262255233979,0.616506350099,0.229957714363,7.96840887306,0.0920748920978,0.0920748920978,0.047206297837,0,0.320349377952,0.047206297837,0.155501988134,0.149727450042,0.514376687101,0.0449821121692,0.0317473481281,0.0132347640411,0.0530881862529,0.629758890223,1.58790930231,0.0401690859131,0.0221312852838,0.416015307117,0.320349377952,0.365331490121,0.215604040079,0.430887525715,0.694399374893,0.627537641232,0.215090822923,1.27327356006,0.848367369733,0.348764290672,1.20470156919,0.00267419563112,0,0.907925107902,11.6930315579,1.04630315321,0,7.17930558867e-17,3.82896298062e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,baseline
32,2059,0.678764834065,3.54752915634,3.54752915634,3.74925261847,6.10982347999,1.72227576173,0.0202896481628,0.254192879649,0.606775704564,0.230108883507,8.30662231405,0.102310590987,0.102310590987,0.0532601531424,0,0.318306904193,0.0532601531424,0.181036130804,0.14790025425,0.524680464182,0.0452183937847,0.0319867567034,0.0132316370812,0.0535137647488,0.629716272719,1.58801676775,0.0401167127281,0.0221364960684,0.413444053807,0.318306904193,0.363525297977,0.215625043728,0.432790629698,0.689575260363,0.623712961735,0.213600603887,1.30537546916,0.87623670707,0.377767095472,1.23613435224,0.00274462111612,0,0.897689409013,12.3301033496,1.05686308787,0,1.31740580639e-16,0,2.22044604925e-16,0,B6: SSM hybrid,ok,baseline
33,2060,0.694024979188,3.66408054391,3.66408054391,3.903749009,6.43985717891,1.75756430617,0.0204894856137,0.24686800999,0.597935146666,0.230246224813,8.65186568785,0.112784894464,0.112784894464,0.0595196406699,0,0.318046320572,0.0595196406699,0.208725904371,0.147797857146,0.541543252799,0.0453343555064,0.0320972216729,0.0132371338335,0.0537242174301,0.629541413664,1.58845784931,0.0400868944488,0.022156268336,0.413179292943,0.318046320572,0.363380676079,0.215582818933,0.432523148679,0.684350165767,0.619530413489,0.211964102411,1.34284402704,0.90492419329,0.408678897094,1.27282209747,0.0026306218847,0,0.887215105536,12.9702225838,1.06541026111,0,-8.61993514594e-18,-6.89594811675e-17,8.881784197e-16,0,B6: SSM hybrid,ok,baseline
34,2061,0.707820792078,3.78522887891,3.78522887891,4.05786349849,6.78819509346,1.79333808089,0.0203541768569,0.240246019802,0.589942910576,0.230370387129,9.00475838878,0.123452677386,0.123452677386,0.0659471547413,0,0.316115395591,0.0659471547413,0.238835778195,0.145654642906,0.551336160674,0.0451506545982,0.0318874677831,0.0132631868151,0.053391707189,0.629123807692,1.58951225144,0.0401468456841,0.0222076017965,0.410737048451,0.316115395591,0.361266050189,0.215611407284,0.433654120311,0.679007877251,0.615205337841,0.210264886181,1.37995858641,0.935085226006,0.439361091842,1.30821705538,0.00269613877749,0,0.876547322614,13.6123433018,1.07202592718,0,4.49768057e-17,-6.54208082909e-17,8.881784197e-16,0,B6: SSM hybrid,ok,baseline
35,2062,0.720237095837,3.91112678955,3.91112678955,4.21155340053,7.15696796132,1.82989924552,0.0203872125449,0.234286193998,0.582749856292,0.230482133863,9.36591773372,0.134272346416,0.134272346416,0.0725072165799,0,0.314323770917,0.0725072165799,0.271415591403,0.144211033314,0.564027635745,0.0454916891237,0.0322436600544,0.0132480290693,0.0540359723725,0.628950976286,1.58994903849,0.0401062530571,0.0222018881099,0.408468451155,0.314323770917,0.359815460041,0.215604426727,0.433814682411,0.673431584954,0.610651863574,0.208470213081,1.42278664207,0.966282746097,0.470968584157,1.35025377996,0.00266391000956,0,0.865727653584,14.2555069403,1.0768133142,0,3.49030737445e-17,0,6.66133814775e-16,0,B6: SSM hybrid,ok,baseline
36,2063,0.731366905123,4.04192627799,4.04192627799,4.36484186886,7.54624438651,1.86699208929,0.0202704295701,0.228943885541,0.576302098254,0.230582302146,9.73595933598,0.145205972301,0.145205972301,0.0791670189229,0,0.311737118845,0.0791670189229,0.306043670019,0.141586994579,0.572284194012,0.0454789811397,0.0322251673744,0.0132538137653,0.0540231842425,0.628731423461,1.59050424821,0.0401161637635,0.0222190691716,0.405159797747,0.311737118845,0.357216099985,0.215629105406,0.43461591792,0.66777390774,0.60599074482,0.206627572018,1.47065670874,0.998881123049,0.502532104974,1.39200711747,0.00273693662247,0,0.854794027699,14.8988433764,1.07989150931,0,9.19516192228e-17,-2.94245181513e-17,6.66133814775e-16,0,B6: SSM hybrid,ok,baseline
37,2064,0.741307547172,4.17778006867,4.17778006867,4.51780858646,7.95849254488,1.90495727733,0.0203349485276,0.224172377357,0.570543252525,0.230671767925,10.1154976903,0.156219300064,0.156219300064,0.0858967585114,0,0.309752677392,0.0858967585114,0.342928111323,0.139841950586,0.58422891392,0.0457047436993,0.0324633192122,0.0132414244871,0.0544537387754,0.628626593621,1.59076948088,0.040081128871,0.0222110704491,0.402627467026,0.309752677392,0.355457421091,0.215615470506,0.434286438908,0.661930308299,0.601146893803,0.20470864991,1.523676244,1.03256475227,0.535143284493,1.43331898278,0.00270509775283,0,0.843780699936,15.5415696098,1.08138976016,0,3.48754182518e-17,2.79003346014e-17,3.33066907388e-16,0,B6: SSM hybrid,ok,baseline
38,2065,0.750157476529,4.31884286954,4.31884286954,4.6705800087,8.39504510876,1.94381813888,0.0203998598863,0.219924411266,0.56541628209,0.230751417289,10.505146942,0.167281664084,0.167281664084,0.0926697890452,0,0.30819905463,0.0926697890452,0.382158390122,0.138236217174,0.597020500855,0.0456389169632,0.0323940762338,0.0132448407295,0.054358200419,0.62833132184,1.59151703129,0.0401004845583,0.0222252272821,0.400649492968,0.30819905463,0.353837971593,0.215601754419,0.433444640598,0.655946385644,0.596160197641,0.202729873516,1.57583772352,1.06753158282,0.568640169041,1.47802748686,0.00265685057036,0,0.832718335916,16.1829866518,1.08144244877,0,1.32247416213e-17,-7.93484497278e-17,2.22044604925e-16,0,B6: SSM hybrid,ok,baseline
39,2066,0.758013763996,4.46527252012,4.46527252012,4.82331982517,8.85625625344,1.98336298927,0.0203439044054,0.216153393282,0.560864951572,0.230822123876,10.9055218123,0.178365832937,0.178365832937,0.0994626305617,0,0.305798102969,0.0994626305617,0.423768962642,0.135842856855,0.606575375771,0.045658331867,0.0324187753976,0.0132395564693,0.054429586657,0.628028211161,1.5922851589,0.0401199579659,0.0222285875179,0.397564870834,0.305798102969,0.351456434836,0.215613577981,0.433073015225,0.649924081114,0.5911091297,0.200722026928,1.62673826028,1.10397801857,0.602249727418,1.5276607615,0.00266889923798,0,0.821634167063,16.822475133,1.0801848719,0,1.37896340411e-16,0,1.55431223448e-15,0,B6: SSM hybrid,ok,baseline
40,2067,0.764970203992,4.61723101483,4.61723101483,4.97622010413,9.3434656424,2.02360800497,0.0202913011439,0.212814302084,0.556834923676,0.230884731836,11.3172386482,0.189447805738,0.189447805738,0.106254870528,0,0.303022273172,0.106254870528,0.467975387793,0.133208390609,0.615053912557,0.0458108118296,0.0325894776979,0.0132213341317,0.0547464630184,0.627869536009,1.59268756111,0.0401031713216,0.0222102755621,0.393988112985,0.303022273172,0.348833085001,0.215624694392,0.432699516216,0.643870610697,0.586003744444,0.198689516377,1.68056634075,1.14182750955,0.636040493444,1.57976832255,0.00268813647605,0,0.810552194262,17.4594900675,1.07774986527,0,5.34705622306e-17,4.75293886494e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,baseline
41,2068,0.771115963868,4.77488540108,4.77488540108,5.12949340581,9.85825057476,2.06460464424,0.0202591802205,0.209864337343,0.553274541676,0.230940043675,11.7409165724,0.200506578236,0.200506578236,0.113028988664,0,0.300215695537,0.113028988664,0.514720342365,0.130476306472,0.623009410957,0.0458920938609,0.0326856190194,0.0132064748415,0.0549261504729,0.627768630262,1.59294356518,0.0400873903432,0.0221926598341,0.390367087855,0.300215695537,0.346107789398,0.215631482926,0.432177139072,0.637794070443,0.580854295991,0.19663694307,1.73915776182,1.18109969033,0.670103554752,1.63457429744,0.00270769864128,0,0.799493421764,18.0935551322,1.07426523884,0,1.68927998361e-17,0,1.11022302463e-15,0,B6: SSM hybrid,ok,baseline
42,2069,0.776534690267,4.93840855913,4.93840855913,5.28336600457,10.402159563,2.10637889484,0.0202335351325,0.207263348672,0.550135347123,0.230988812212,12.1771787054,0.211523893328,0.211523893328,0.119770132824,0,0.297311144262,0.119770132824,0.564000243553,0.127615212871,0.630216059518,0.0459409717537,0.0327470389112,0.0131939328424,0.0550422380544,0.627690850587,1.59314095317,0.0400777540661,0.0221767712908,0.386614849021,0.297311144262,0.343252116016,0.215636903144,0.431569172114,0.63171071775,0.575675553783,0.194570534724,1.80097210555,1.221850641,0.704418282611,1.69216149862,0.00273207915412,0,0.788476106672,18.7242567468,1.06985194548,0,1.17403056518e-16,4.2692020552e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,baseline
43,2070,0.781303987764,5.10797987514,5.10797987514,5.43807225057,10.9768415572,2.14895943711,0.0202150441086,0.204974085873,0.547372381875,0.23103173589,12.6266534405,0.222483987379,0.222483987379,0.126465868107,0,0.294323323693,0.126465868107,0.615874659504,0.124665663284,0.636789699175,0.0459831510753,0.0328017514432,0.0131813996322,0.0551448702644,0.627630450574,1.59329426908,0.0400700605397,0.0221599927028,0.382750937106,0.294323323693,0.340306474768,0.215640811484,0.430867029369,0.625630347865,0.5704787277,0.192495051641,1.86443740117,1.26412223693,0.73897780807,1.75263418382,0.00275723951918,0,0.777516012621,19.3512381715,1.06462288096,0,-5.05711510381e-17,-8.0913841661e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,baseline
44,2071,0.785495190856,5.28378582132,5.28378582132,5.59385002468,11.5839274364,2.19235370777,0.0201931548406,0.202962308389,0.544944320196,0.231069456718,13.0899757532,0.23337334077,0.23337334077,0.133105916282,0,0.291208858586,0.133105916282,0.670625897295,0.121577331178,0.642388578671,0.0460139108662,0.0328449692455,0.0131689416206,0.0552259615792,0.627582811853,1.59341521328,0.0400645132326,0.0221424309624,0.378719327942,0.291208858586,0.337222769452,0.215645438274,0.43013713872,0.619569423854,0.565278456124,0.190416500409,1.93192841976,1.30797460329,0.773718907937,1.81600378858,0.00278820513803,0,0.76662665923,19.974193779,1.05868220512,0,-2.58772526239e-16,-3.83366705539e-17,8.881784197e-16,0,B6: SSM hybrid,ok,baseline
45,2072,0.789173359243,5.46602045778,5.46602045778,5.75093719244,12.2246350843,2.23647810664,0.0201264963377,0.201196787563,0.542813471483,0.231102560233,13.5677885301,0.244180438674,0.244180438674,0.139681898115,0,0.287609825987,0.139681898115,0.727928665501,0.117999510847,0.644987740301,0.0460492141343,0.0328930130454,0.0131562010889,0.0553111505058,0.62758346415,1.59341355712,0.0400579464522,0.0221227717117,0.374054862342,0.287609825987,0.333659040121,0.215659529274,0.429712535756,0.613568924821,0.560106937547,0.188347638675,2.00480887682,1.35352377105,0.808354543226,1.88185545962,0.00285464658999,0,0.755819561326,20.5928636116,1.05212507653,0,1.95259775567e-16,7.2654800211e-17,5.55111512313e-16,0,B6: SSM hybrid,ok,baseline
46,2073,0.792397436693,5.65488587053,5.65488587053,5.90956893726,12.9008942744,2.2813712902,0.0200731603072,0.199649230387,0.540945688239,0.23113157693,14.0607439069,0.254895545989,0.254895545989,0.146187087285,0,0.283776898476,0.146187087285,0.78785747899,0.114235504236,0.645988738816,0.0461294111105,0.0329884564793,0.0131409546312,0.055472075525,0.627674272128,1.59318303204,0.0400379489013,0.0220973063177,0.369083824958,0.283776898476,0.329906309586,0.215670805351,0.429341313819,0.60762747744,0.554964796768,0.186288991475,2.07813925634,1.40075443212,0.842967904532,1.94871647722,0.00293275403983,0,0.745104454011,21.207028291,1.04503770236,0,-2.151445863e-17,-6.88462676161e-17,6.66133814775e-16,0,B6: SSM hybrid,ok,baseline
47,2074,0.795220524113,5.85059255876,5.85059255876,6.06997584359,13.6148883225,2.32709562078,0.0200424765506,0.198294148426,0.53931020787,0.231156984717,14.5695046072,0.265510498821,0.265510498821,0.152616181463,0,0.279925792694,0.152616181463,0.850658057231,0.110415925816,0.645998593948,0.0461674260365,0.0330378064508,0.0131296195857,0.0555483475606,0.627795488752,1.59287541551,0.0400219480922,0.0220755779646,0.364087059555,0.279925792694,0.32609321873,0.215677292914,0.428906393811,0.601741618503,0.54985053575,0.184240302305,2.15485820592,1.44970072802,0.877658193266,2.02054483039,0.00301552232209,0,0.734489501179,21.8165043221,1.037497618,0,1.50857836429e-16,3.26179105793e-17,6.66133814775e-16,0,B6: SSM hybrid,ok,baseline
48,2075,0.797690227249,6.05335978349,6.05335978349,6.23238260295,14.3688201571,2.37369339855,0.0200240064703,0.19710869092,0.537879451256,0.231179212045,15.0947452757,0.276018513654,0.276018513654,0.158965093712,0,0.276045253564,0.158965093712,0.916770703386,0.106545631299,0.64495903961,0.0461815760248,0.0330605991415,0.0131209768833,0.0555775700817,0.627915665546,1.59257055505,0.0400127429652,0.0220574348683,0.359050194647,0.276045253564,0.322226829589,0.21568119829,0.428419829606,0.595910784814,0.544766525106,0.182202731418,2.23471238134,1.50042528189,0.912450522795,2.09625693371,0.00310111216615,0,0.723981486346,22.4211398051,1.02957412509,-1.11022302463e-16,2.31798368791e-17,-6.18128983444e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,baseline
49,2076,0.799849048082,6.26341588794,6.26341588794,6.39700722449,15.1673282944,2.42157451552,0.0201715676514,0.196072456921,0.536628796009,0.231198641433,15.6371538032,0.28641401447,0.28641401447,0.165230765529,0,0.273459284824,0.165230765529,0.986039138824,0.103992022384,0.651345285218,0.0461827389676,0.0330717322142,0.0131110067534,0.0555960072108,0.627929778204,1.59253476218,0.0400072019411,0.0220405638653,0.355695631617,0.273459284824,0.319642023791,0.215650001408,0.426722791721,0.590035451248,0.539639655054,0.180148415363,2.3220048102,1.5527153165,0.948248916009,2.17816415567,0.00306703317649,0,0.71358598553,23.0208105548,1.02132883062,0,1.61036314819e-16,-2.92793299671e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,baseline
50,2077,0.80173479641,6.48099859857,6.48099859857,6.56406064482,16.0123742163,2.47066466267,0.0202719952786,0.195167297723,0.535536338032,0.231215613168,16.1974326399,0.296692477446,0.296692477446,0.171411001583,0,0.271269050237,0.171411001583,1.0585189685,0.101641134962,0.658736053246,0.0460008592262,0.0328913461678,0.0131095130584,0.0552989918265,0.627682409827,1.59316237693,0.0400514702954,0.0220405346674,0.352854525773,0.271269050237,0.317269909463,0.215628774501,0.424776937224,0.584163131483,0.5345054497,0.178091319844,2.41526495339,1.60689575548,0.984621262426,2.2625632195,0.00302078031452,0,0.703307522554,23.6154166158,1.01281624197,0,-1.45604163394e-16,-5.54682527215e-17,9.99200722163e-16,0,B6: SSM hybrid,ok,baseline
1,2028,0.00695643999543,0.973821227123,1.01634339757,1.01634339757,0.954344802581,0.98,-0.02,0.576660908802,0.954300192954,0.220173911,3.03441002819,0,0,0,0,0.250351227728,0,0,0,0,-0.0160590234204,-0.0291925513677,0.0131335279473,-0.0464329327864,0.599511034985,1.6680260106,0.04,0.0208898568934,0.321034691272,0.250351227728,0.234292204308,0.234292204308,0.422079326027,0.750287470276,0.676401281774,0.235084706345,0.367863250023,0.15881223688,-0.834261049709,0.377847746669,0.00364431408723,0,1,0.192084043776,1,-0.0418383890254,7.99793038497e-17,-1.16333532872e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
2,2029,0.0148127274627,1.03251878941,1.03851801602,1.03851801602,0.99163104535,0.9604,-0.02,0.572889890818,0.985691494819,0.220370318187,3.07988192066,0,0,0,0,0.12509279451,0,0,0,0,0.100701350706,0.0890354159903,0.0116659347161,0.154315806525,0.666004282598,1.50149184642,0.04,0.0202193487227,0.160451554665,0.12509279451,0.225794145216,0.225794145216,0.424062085683,0.742999694257,0.664468054952,0.229557773389,0.479793358999,0.207761911203,-0.791070780789,0.421951177882,0.00154670086663,0,1,0.393293129195,1,-0.00577671886211,8.39694634787e-17,1.11959284638e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
3,2030,0.0236626568198,1.06360148462,1.06360148462,1.06360148462,1.02258474239,0.9614359863,0.00107870293656,0.568641924726,0.986291671152,0.22059156642,3.12971052295,0,0,0,0,0.146771013626,0,0,0,0,0.0729919274446,0.059195716097,0.0137962113475,0.0916563271859,0.705040012007,1.41835921787,0.04,0.0213615130379,0.188310784567,0.146771013626,0.21976294107,0.21976294107,0.426307063551,0.739977633304,0.658863402651,0.226762218589,0.475039533677,0.206226192496,-0.777735855025,0.444053854554,0.00168518108142,0,1,0.598441873323,1,0,6.10707773606e-17,-2.71425677158e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
4,2031,0.0336032988689,1.09087402526,1.09087402526,1.09087402526,1.06070301677,0.972342353204,0.0113438305398,0.563870416543,0.980532825422,0.220840082472,3.18283660128,0,0,0,0,0.171241859004,0,0,0,0,0.0462904908824,0.0312806670408,0.0150098238415,0.0460210726167,0.710983795678,1.40650181633,0.04,0.0220829112139,0.219777551631,0.171241859004,0.217532349886,0.217532349886,0.428840818201,0.740012427608,0.65743134253,0.225901916406,0.466986582811,0.202634986411,-0.766657606392,0.449604009784,0.00193938370819,0,1,0.807106365728,1,0,-1.43919328476e-16,-5.23343012638e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
5,2032,0.0447331081546,1.12039594638,1.12039594638,1.12039594638,1.10631394107,0.987431224326,0.0155180642623,0.558528108086,0.974085067384,0.221118327704,3.23960648324,0,0,0,0,0.177780291986,0,0,0,0,0.038857902589,0.0236441900713,0.0152137125177,0.0346856086974,0.705315665914,1.41780488982,0.04,0.0223182472157,0.228250706506,0.177780291986,0.216638194575,0.216638194575,0.431694853011,0.740841106236,0.657498112332,0.225781050277,0.474142860365,0.204903873614,-0.750256920262,0.4568529725,0.0020653403304,0,1,1.02007001737,1,0,-3.41828574806e-16,-5.01766715311e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
6,2033,0.0571494119133,1.15244168814,1.15244168814,1.15244168814,1.15809528997,1.00490575956,0.0176969644052,0.552568282282,0.9668920131,0.221428735298,3.30041379975,0,0,0,0,0.17753730618,0,0,0,0,0.0386370636906,0.023564134655,0.0150729290356,0.034973079558,0.69734336579,1.43401378583,0.04,0.0223707237313,0.228029615566,0.17753730618,0.216174369871,0.216174369871,0.434899065672,0.741761100298,0.658054018976,0.225931857365,0.484131544786,0.208229363766,-0.729670171364,0.466311455799,0.00212904475047,0,1,1.238197196,1,0,2.69623949239e-16,4.79331465314e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
7,2034,0.0709452248035,1.1873140267,1.1873140267,1.1873140267,1.21568165415,1.02389227013,0.0188938220234,0.545946292094,0.95889977701,0.22177363062,3.36570391415,0,0,0,0,0.175723285421,0,0,0,0,0.0401971522585,0.0253419523912,0.0148551998673,0.0381477532297,0.689652435859,1.45000575363,0.04,0.0223618326625,0.225799706017,0.175723285421,0.215920437679,0.215920437679,0.438485401242,0.742633143533,0.658776157141,0.226191593416,0.495537966412,0.212180979314,-0.706411674029,0.476277736404,0.00218142401491,0,1,1.46243921109,1,0,-8.2763412003e-17,1.36987716419e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
8,2035,0.0862053699267,1.22534405786,1.22534405786,1.22534405786,1.27915855815,1.04391786939,0.0195583069153,0.538621422435,0.950059219112,0.222155134248,3.43597815298,0,0,0,0,0.173487802031,0,0,0,0,0.0422919120944,0.0276515059231,0.0146404061713,0.0421883977465,0.683080661807,1.4639559512,0.04,0.0223371298635,0.223036507238,0.173487802031,0.215779714125,0.215779714125,0.442485270019,0.743434054636,0.659539900327,0.226491583276,0.509160245543,0.216424307642,-0.68130935911,0.488246699331,0.00223711702317,0,1,1.6938395489,1,0,-1.57312728692e-16,8.67932296234e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
9,2036,0.103001941447,1.26689010559,1.26689010559,1.26689010559,1.34888318162,1.06471995927,0.0199269410833,0.530559068105,0.940328573577,0.222575048536,3.51179759054,0,0,0,0,0.171242933571,0,0,0,0,0.0444587908749,0.0300027889768,0.0144560018981,0.0463169119002,0.677774580013,1.4754167971,0.04,0.0223165042043,0.220269407675,0.171242933571,0.215701724445,0.215701724445,0.446926864041,0.744180064166,0.660307285661,0.226806223265,0.524278015946,0.22397791602,-0.654769874161,0.501675132752,0.002301558358,0,1,1.93353787265,1,2.22044604925e-16,2.05767081937e-16,0,1.33226762955e-15,0,B6: SSM hybrid,ok,low_relative_floor
